Age;Gender;School_Grade;Daily_Usage_Hours;Sleep_Hours;Academic_Performance;Social_Interactions;Exercise_Hours;Anxiety_Level;Depression_Level;Self_Esteem;Parental_Control;Screen_Time_Before_Bed;Phone_Checks_Per_Day;Apps_Used_Daily;Time_on_Social_Media;Time_on_Gaming;Time_on_Education;Phone_Usage_Purpose;Family_Communication;Weekend_Usage_Hours;Addiction_Level
13~16;Male;7~10;5~7;7~9;53~73;6~10;0~0;1~5;1~10;1~9;0~1;0~1;32~144;8~17;0~2;1~3;0~1;Education~Social Media~Gaming~Other;1~9;2~8;10.0
13~16;Male;7~10;5~7;7~9;53~73;6~10;0~0;1~5;1~10;1~9;0~1;0~1;32~144;8~17;0~2;1~3;0~1;Education~Social Media~Gaming~Other;1~9;2~8;8.9
13~16;Male;7~10;5~7;7~9;53~73;6~10;0~0;1~5;1~10;1~9;0~1;0~1;32~144;8~17;0~2;1~3;0~1;Education~Social Media~Gaming~Other;1~9;2~8;10.0
13~16;Male;7~10;5~7;7~9;53~73;6~10;0~0;1~5;1~10;1~9;0~1;0~1;32~144;8~17;0~2;1~3;0~1;Education~Social Media~Gaming~Other;1~9;2~8;10.0
13~16;Male;7~10;5~7;7~9;53~73;6~10;0~0;1~5;1~10;1~9;0~1;0~1;32~144;8~17;0~2;1~3;0~1;Education~Social Media~Gaming~Other;1~9;2~8;6.9
13~16;Male;7~10;5~7;7~9;53~73;6~10;0~0;1~5;1~10;1~9;0~1;0~1;32~144;8~17;0~2;1~3;0~1;Education~Social Media~Gaming~Other;1~9;2~8;6.7
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;5.3
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;6.7
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;10.0
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;9.5
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;7.8
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;9.6
14~15;Male;7~10;5~9;6~8;57~71;4~10;0~0;7~10;3~10;1~10;0~1;0~1;22~128;5~18;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;5~9;10.0
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;9.4
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;10.0
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;10.0
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;10.0
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;6.6
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;8.4
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;10.0
13~16;Male;7~10;4~8;7~9;50~71;5~10;1~2;1~10;1~10;1~7;0~1;0~2;29~131;5~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming;1~9;2~9;10.0
13~16;Male;7~10;5~9;6~9;78~94;0~5;0~1;4~5;2~10;1~6;0~1;0~1;62~150;9~20;2~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;5~10;10.0
13~16;Male;7~10;5~9;6~9;78~94;0~5;0~1;4~5;2~10;1~6;0~1;0~1;62~150;9~20;2~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;5~10;10.0
13~16;Male;7~10;5~9;6~9;78~94;0~5;0~1;4~5;2~10;1~6;0~1;0~1;62~150;9~20;2~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;5~10;10.0
13~16;Male;7~10;5~9;6~9;78~94;0~5;0~1;4~5;2~10;1~6;0~1;0~1;62~150;9~20;2~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;5~10;10.0
13~16;Male;7~10;5~9;6~9;78~94;0~5;0~1;4~5;2~10;1~6;0~1;0~1;62~150;9~20;2~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;5~10;10.0
13~16;Male;7~9;5~7;6~9;78~98;2~5;0~1;7~10;2~9;1~7;0~1;0~1;30~146;10~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;2~9;9.1
13~16;Male;7~9;5~7;6~9;78~98;2~5;0~1;7~10;2~9;1~7;0~1;0~1;30~146;10~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;2~9;10.0
13~16;Male;7~9;5~7;6~9;78~98;2~5;0~1;7~10;2~9;1~7;0~1;0~1;30~146;10~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;2~9;10.0
13~16;Male;7~9;5~7;6~9;78~98;2~5;0~1;7~10;2~9;1~7;0~1;0~1;30~146;10~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;2~9;10.0
13~16;Male;7~9;5~7;6~9;78~98;2~5;0~1;7~10;2~9;1~7;0~1;0~1;30~146;10~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;2~9;10.0
13~16;Male;7~9;5~7;6~9;78~98;2~5;0~1;7~10;2~9;1~7;0~1;0~1;30~146;10~20;0~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;2~9;10.0
14~16;Male;7~10;5~7;7~8;80~91;0~4;1~2;3~6;4~7;2~10;0~1;0~1;55~146;7~15;1~3;1~4;0~1;Browsing~Education~Social Media~Gaming~Other;5~10;4~8;10.0
14~16;Male;7~10;5~7;7~8;80~91;0~4;1~2;3~6;4~7;2~10;0~1;0~1;55~146;7~15;1~3;1~4;0~1;Browsing~Education~Social Media~Gaming~Other;5~10;4~8;7.4
14~16;Male;7~10;5~7;7~8;80~91;0~4;1~2;3~6;4~7;2~10;0~1;0~1;55~146;7~15;1~3;1~4;0~1;Browsing~Education~Social Media~Gaming~Other;5~10;4~8;10.0
14~16;Male;7~10;5~7;7~8;80~91;0~4;1~2;3~6;4~7;2~10;0~1;0~1;55~146;7~15;1~3;1~4;0~1;Browsing~Education~Social Media~Gaming~Other;5~10;4~8;10.0
14~16;Male;7~10;5~7;7~8;80~91;0~4;1~2;3~6;4~7;2~10;0~1;0~1;55~146;7~15;1~3;1~4;0~1;Browsing~Education~Social Media~Gaming~Other;5~10;4~8;10.0
13~16;Male;7~9;4~8;7~8;84~100;0~3;1~2;7~10;1~10;2~10;0~1;0~2;47~117;6~16;1~3;0~1;0~2;Education~Social Media~Gaming~Other;1~5;4~8;10.0
13~16;Male;7~9;4~8;7~8;84~100;0~3;1~2;7~10;1~10;2~10;0~1;0~2;47~117;6~16;1~3;0~1;0~2;Education~Social Media~Gaming~Other;1~5;4~8;10.0
13~16;Male;7~9;4~8;7~8;84~100;0~3;1~2;7~10;1~10;2~10;0~1;0~2;47~117;6~16;1~3;0~1;0~2;Education~Social Media~Gaming~Other;1~5;4~8;10.0
13~16;Male;7~9;4~8;7~8;84~100;0~3;1~2;7~10;1~10;2~10;0~1;0~2;47~117;6~16;1~3;0~1;0~2;Education~Social Media~Gaming~Other;1~5;4~8;8.3
13~16;Male;7~9;4~8;7~8;84~100;0~3;1~2;7~10;1~10;2~10;0~1;0~2;47~117;6~16;1~3;0~1;0~2;Education~Social Media~Gaming~Other;1~5;4~8;10.0
13~16;Male;7~9;4~8;7~8;84~100;0~3;1~2;7~10;1~10;2~10;0~1;0~2;47~117;6~16;1~3;0~1;0~2;Education~Social Media~Gaming~Other;1~5;4~8;10.0
13~15;Male;7~10;6~8;7~9;81~98;7~10;0~0;1~3;3~10;3~10;0~1;0~1;33~94;5~19;1~3;0~3;1~1;Browsing~Education~Social Media;3~10;5~7;10.0
13~15;Male;7~10;6~8;7~9;81~98;7~10;0~0;1~3;3~10;3~10;0~1;0~1;33~94;5~19;1~3;0~3;1~1;Browsing~Education~Social Media;3~10;5~7;6.2
13~15;Male;7~10;6~8;7~9;81~98;7~10;0~0;1~3;3~10;3~10;0~1;0~1;33~94;5~19;1~3;0~3;1~1;Browsing~Education~Social Media;3~10;5~7;10.0
13~15;Male;7~10;6~8;7~9;81~98;7~10;0~0;1~3;3~10;3~10;0~1;0~1;33~94;5~19;1~3;0~3;1~1;Browsing~Education~Social Media;3~10;5~7;10.0
13~15;Male;7~10;6~8;7~9;81~98;7~10;0~0;1~3;3~10;3~10;0~1;0~1;33~94;5~19;1~3;0~3;1~1;Browsing~Education~Social Media;3~10;5~7;10.0
13~16;Male;7~10;5~11;6~8;75~98;6~10;0~0;7~10;4~10;2~10;0~1;0~2;54~140;7~19;1~3;0~4;0~1;Education~Social Media~Gaming;3~10;4~7;7.9
13~16;Male;7~10;5~11;6~8;75~98;6~10;0~0;7~10;4~10;2~10;0~1;0~2;54~140;7~19;1~3;0~4;0~1;Education~Social Media~Gaming;3~10;4~7;10.0
13~16;Male;7~10;5~11;6~8;75~98;6~10;0~0;7~10;4~10;2~10;0~1;0~2;54~140;7~19;1~3;0~4;0~1;Education~Social Media~Gaming;3~10;4~7;10.0
13~16;Male;7~10;5~11;6~8;75~98;6~10;0~0;7~10;4~10;2~10;0~1;0~2;54~140;7~19;1~3;0~4;0~1;Education~Social Media~Gaming;3~10;4~7;9.4
13~16;Male;7~10;5~11;6~8;75~98;6~10;0~0;7~10;4~10;2~10;0~1;0~2;54~140;7~19;1~3;0~4;0~1;Education~Social Media~Gaming;3~10;4~7;7.8
13~16;Male;7~10;5~11;6~8;75~98;6~10;0~0;7~10;4~10;2~10;0~1;0~2;54~140;7~19;1~3;0~4;0~1;Education~Social Media~Gaming;3~10;4~7;10.0
13~16;Male;8~10;5~7;6~9;76~92;7~10;0~2;1~3;2~9;1~8;0~1;0~1;47~135;7~20;0~5;1~2;0~1;Browsing~Education~Social Media~Gaming;2~10;5~10;10.0
13~16;Male;8~10;5~7;6~9;76~92;7~10;0~2;1~3;2~9;1~8;0~1;0~1;47~135;7~20;0~5;1~2;0~1;Browsing~Education~Social Media~Gaming;2~10;5~10;10.0
13~16;Male;8~10;5~7;6~9;76~92;7~10;0~2;1~3;2~9;1~8;0~1;0~1;47~135;7~20;0~5;1~2;0~1;Browsing~Education~Social Media~Gaming;2~10;5~10;10.0
13~16;Male;8~10;5~7;6~9;76~92;7~10;0~2;1~3;2~9;1~8;0~1;0~1;47~135;7~20;0~5;1~2;0~1;Browsing~Education~Social Media~Gaming;2~10;5~10;10.0
13~16;Male;8~10;5~7;6~9;76~92;7~10;0~2;1~3;2~9;1~8;0~1;0~1;47~135;7~20;0~5;1~2;0~1;Browsing~Education~Social Media~Gaming;2~10;5~10;10.0
14~16;Male;7~10;5~7;7~8;76~100;7~10;0~1;6~10;1~7;2~8;0~1;0~1;49~147;5~20;1~4;0~2;0~2;Social Media~Gaming~Other;1~10;6~9;10.0
14~16;Male;7~10;5~7;7~8;76~100;7~10;0~1;6~10;1~7;2~8;0~1;0~1;49~147;5~20;1~4;0~2;0~2;Social Media~Gaming~Other;1~10;6~9;10.0
14~16;Male;7~10;5~7;7~8;76~100;7~10;0~1;6~10;1~7;2~8;0~1;0~1;49~147;5~20;1~4;0~2;0~2;Social Media~Gaming~Other;1~10;6~9;10.0
14~16;Male;7~10;5~7;7~8;76~100;7~10;0~1;6~10;1~7;2~8;0~1;0~1;49~147;5~20;1~4;0~2;0~2;Social Media~Gaming~Other;1~10;6~9;10.0
14~16;Male;7~10;5~7;7~8;76~100;7~10;0~1;6~10;1~7;2~8;0~1;0~1;49~147;5~20;1~4;0~2;0~2;Social Media~Gaming~Other;1~10;6~9;10.0
14~16;Male;7~10;5~7;7~8;76~100;7~10;0~1;6~10;1~7;2~8;0~1;0~1;49~147;5~20;1~4;0~2;0~2;Social Media~Gaming~Other;1~10;6~9;10.0
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;9.3
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;5.0
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;9.5
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;10.0
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;10.0
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;4.1
13~16;Male;11~12;0~5;4~6;50~70;0~4;0~0;1~10;1~8;1~10;0~1;0~1;26~146;5~14;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~10;2~9;8.9
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;7.2
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;8.5
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;8.5
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;5.4
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;6.5
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;8.0
13~15;Male;11~12;0~3;3~5;50~65;0~4;1~1;1~10;1~8;2~10;0~1;1~1;41~144;7~16;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;6~10;3~7;7.9
13~16;Male;11~12;2~5;4~6;52~75;5~8;0~0;2~10;2~9;1~10;0~1;0~1;20~149;6~18;2~3;0~3;0~2;Education~Social Media~Gaming~Other;3~10;1~8;9.3
13~16;Male;11~12;2~5;4~6;52~75;5~8;0~0;2~10;2~9;1~10;0~1;0~1;20~149;6~18;2~3;0~3;0~2;Education~Social Media~Gaming~Other;3~10;1~8;7.5
13~16;Male;11~12;2~5;4~6;52~75;5~8;0~0;2~10;2~9;1~10;0~1;0~1;20~149;6~18;2~3;0~3;0~2;Education~Social Media~Gaming~Other;3~10;1~8;10.0
13~16;Male;11~12;2~5;4~6;52~75;5~8;0~0;2~10;2~9;1~10;0~1;0~1;20~149;6~18;2~3;0~3;0~2;Education~Social Media~Gaming~Other;3~10;1~8;9.8
13~16;Male;11~12;2~5;4~6;52~75;5~8;0~0;2~10;2~9;1~10;0~1;0~1;20~149;6~18;2~3;0~3;0~2;Education~Social Media~Gaming~Other;3~10;1~8;10.0
13~16;Male;11~12;2~5;4~6;52~75;5~8;0~0;2~10;2~9;1~10;0~1;0~1;20~149;6~18;2~3;0~3;0~2;Education~Social Media~Gaming~Other;3~10;1~8;10.0
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;9.8
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;8.7
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;7.4
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;4.6
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;8.2
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;6.6
13~15;Male;11~12;1~4;3~6;50~73;5~10;0~2;1~10;3~10;1~10;0~1;0~1;20~148;5~18;1~2;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~7;8.4
13~16;Male;11~12;3~4;4~6;85~93;1~4;0~0;3~8;2~10;1~8;0~1;0~1;23~129;7~19;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;2~9;7.6
13~16;Male;11~12;3~4;4~6;85~93;1~4;0~0;3~8;2~10;1~8;0~1;0~1;23~129;7~19;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;2~9;9.5
13~16;Male;11~12;3~4;4~6;85~93;1~4;0~0;3~8;2~10;1~8;0~1;0~1;23~129;7~19;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;2~9;10.0
13~16;Male;11~12;3~4;4~6;85~93;1~4;0~0;3~8;2~10;1~8;0~1;0~1;23~129;7~19;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;2~9;10.0
13~16;Male;11~12;3~4;4~6;85~93;1~4;0~0;3~8;2~10;1~8;0~1;0~1;23~129;7~19;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;2~9;7.6
13~16;Male;11~12;3~4;4~6;85~93;1~4;0~0;3~8;2~10;1~8;0~1;0~1;23~129;7~19;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;2~9;10.0
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;9.5
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;9.1
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;9.3
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;6.8
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;10.0
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;8.8
13~16;Male;11~12;2~4;4~5;78~100;0~4;0~1;3~10;1~10;2~8;0~1;0~1;63~138;6~19;1~5;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~8;3~9;10.0
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;10.0
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;10.0
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;6.7
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;7.7
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;9.4
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;10.0
13~16;Male;11~12;3~4;4~6;77~100;5~10;0~0;2~10;1~9;2~10;0~1;0~1;21~126;5~19;0~3;1~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;4~8;8.8
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;5.6
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;8.0
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;5.9
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;7.5
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;10.0
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;7.4
13~16;Male;11~12;1~4;4~6;79~99;5~8;0~2;2~10;1~7;2~10;0~1;0~1;32~145;5~17;0~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~6;3~9;6.1
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;8.3
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;8.9
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;10.0
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;9.3
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;8.2
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;5.8
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;10.0
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;10.0
13~16;Male;11~12;1~5;6~8;50~70;0~5;0~1;1~10;1~9;4~10;0~1;0~1;26~135;8~20;1~3;0~4;0~1;Browsing~Education~Social Media~Gaming;1~10;4~8;9.6
13~15;Male;11~12;1~4;6~8;51~69;0~5;1~2;7~10;3~10;2~9;0~1;0~2;26~131;6~20;0~4;0~2;1~1;Browsing~Education~Social Media~Gaming;1~8;2~8;10.0
13~15;Male;11~12;1~4;6~8;51~69;0~5;1~2;7~10;3~10;2~9;0~1;0~2;26~131;6~20;0~4;0~2;1~1;Browsing~Education~Social Media~Gaming;1~8;2~8;6.6
13~15;Male;11~12;1~4;6~8;51~69;0~5;1~2;7~10;3~10;2~9;0~1;0~2;26~131;6~20;0~4;0~2;1~1;Browsing~Education~Social Media~Gaming;1~8;2~8;6.8
13~15;Male;11~12;1~4;6~8;51~69;0~5;1~2;7~10;3~10;2~9;0~1;0~2;26~131;6~20;0~4;0~2;1~1;Browsing~Education~Social Media~Gaming;1~8;2~8;4.7
13~15;Male;11~12;1~4;6~8;51~69;0~5;1~2;7~10;3~10;2~9;0~1;0~2;26~131;6~20;0~4;0~2;1~1;Browsing~Education~Social Media~Gaming;1~8;2~8;5.9
14~16;Male;11~12;0~5;6~7;51~73;6~10;0~0;1~10;1~10;1~9;0~1;0~1;44~150;7~20;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;1~11;9.1
14~16;Male;11~12;0~5;6~7;51~73;6~10;0~0;1~10;1~10;1~9;0~1;0~1;44~150;7~20;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;1~11;5.3
