Age;Gender;Education;Introversion Score;Sensing Score;Thinking Score;Judging Score;Interest;Personality
30~38;Male;0;4~5;5~6;0~3;2~4;Sports~Arts;ENFP
30~38;Male;0;4~5;5~6;0~3;2~4;Sports~Arts;ESFP
30~38;Male;0;4~5;5~6;0~3;2~4;Sports~Arts;INFP
30~38;Male;0;4~5;5~6;0~3;2~4;Sports~Arts;INFP
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;INFJ
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;INFJ
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;ISFP
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;INFJ
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;ISFP
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;ISFJ
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;ISFP
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;ISFP
26~27;Male;0;0~3;5~6;0~4;4~7;Unknown~Technology;INFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;INFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ISFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ESFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;INFJ
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ESFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ESFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ESFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ISFP
26~27;Male;0;3~4;5~7;0~4;4~6;Unknown~Technology;ESFP
29~35;Male;0;0~1;5~7;0~4;4~6;Unknown~Technology;ISFJ
29~35;Male;0;0~1;5~7;0~4;4~6;Unknown~Technology;INFP
29~35;Male;0;0~1;5~7;0~4;4~6;Unknown~Technology;INFJ
29~35;Male;0;0~1;5~7;0~4;4~6;Unknown~Technology;INFJ
29~35;Male;0;0~1;5~7;0~4;4~6;Unknown~Technology;ISFP
29~35;Male;0;0~1;5~7;0~4;4~6;Unknown~Technology;INFP
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;INFP
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;ISFP
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;ENFP
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;ISFP
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;INFJ
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;ISFP
28~36;Male;0;2~4;5~8;1~4;4~6;Unknown~Technology;ESFP
26~30;Male;0;0~2;5~6;0~1;5~5;Others~Sports~Arts;ISFP
26~30;Male;0;0~2;5~6;0~1;5~5;Others~Sports~Arts;ISFP
26~30;Male;0;0~2;5~6;0~1;5~5;Others~Sports~Arts;INFP
26~30;Male;0;0~2;5~6;0~1;5~5;Others~Sports~Arts;INFP
26~30;Male;0;0~2;5~6;0~1;5~5;Others~Sports~Arts;ISFP
26~30;Male;0;0~1;5~6;2~4;4~6;Others~Sports~Arts;INFJ
26~30;Male;0;0~1;5~6;2~4;4~6;Others~Sports~Arts;ISFP
26~30;Male;0;0~1;5~6;2~4;4~6;Others~Sports~Arts;ISFJ
26~30;Male;0;0~1;5~6;2~4;4~6;Others~Sports~Arts;ISFJ
26~30;Male;0;0~1;5~6;2~4;4~6;Others~Sports~Arts;INFJ
27~30;Male;0;2~5;5~7;0~4;5~5;Others~Sports;INFP
27~30;Male;0;2~5;5~7;0~4;5~5;Others~Sports;ISFJ
27~30;Male;0;2~5;5~7;0~4;5~5;Others~Sports;ENFP
27~30;Male;0;2~5;5~7;0~4;5~5;Others~Sports;INFJ
27~30;Male;0;2~5;5~7;0~4;5~5;Others~Sports;ENFP
26~30;Male;0;3~4;5~6;0~3;5~6;Arts;ENFP
26~30;Male;0;3~4;5~6;0~3;5~6;Arts;INFP
26~30;Male;0;3~4;5~6;0~3;5~6;Arts;ESFJ
26~30;Male;0;3~4;5~6;0~3;5~6;Arts;ENFJ
26~30;Male;0;3~4;5~6;0~3;5~6;Arts;ISFJ
31~45;Male;0;0~1;5~7;0~4;4~7;Sports~Arts;INFP
31~45;Male;0;0~1;5~7;0~4;4~7;Sports~Arts;INFP
31~45;Male;0;0~1;5~7;0~4;4~7;Sports~Arts;INFP
31~45;Male;0;0~1;5~7;0~4;4~7;Sports~Arts;ISFJ
31~45;Male;0;0~1;5~7;0~4;4~7;Sports~Arts;INFJ
32~42;Male;0;2~5;5~7;0~3;4~5;Others~Sports~Arts;ISFJ
32~42;Male;0;2~5;5~7;0~3;4~5;Others~Sports~Arts;ISFP
32~42;Male;0;2~5;5~7;0~3;4~5;Others~Sports~Arts;INFP
32~42;Male;0;2~5;5~7;0~3;4~5;Others~Sports~Arts;INFP
32~42;Male;0;2~5;5~7;0~3;4~5;Others~Sports~Arts;ISFJ
32~42;Male;0;2~5;5~7;0~3;4~5;Others~Sports~Arts;INFJ
26~28;Male;0;0~2;5~6;5~8;2~3;Unknown~Technology;INFP
26~28;Male;0;0~2;5~6;5~8;2~3;Unknown~Technology;INTP
26~28;Male;0;0~2;5~6;5~8;2~3;Unknown~Technology;ISTP
26~28;Male;0;0~2;5~6;5~8;2~3;Unknown~Technology;INFP
26~28;Male;0;0~2;5~6;5~8;2~3;Unknown~Technology;ISTP
26~29;Male;0;0~2;5~6;6~8;3~4;Unknown~Technology;INTP
26~29;Male;0;0~2;5~6;6~8;3~4;Unknown~Technology;ISTP
26~29;Male;0;0~2;5~6;6~8;3~4;Unknown~Technology;INTP
26~29;Male;0;0~2;5~6;6~8;3~4;Unknown~Technology;INTP
26~29;Male;0;0~2;5~6;6~8;3~4;Unknown~Technology;INTP
27~29;Male;0;3~4;5~6;5~9;0~2;Unknown~Technology;ISFP
27~29;Male;0;3~4;5~6;5~9;0~2;Unknown~Technology;INTP
27~29;Male;0;3~4;5~6;5~9;0~2;Unknown~Technology;INTP
27~29;Male;0;3~4;5~6;5~9;0~2;Unknown~Technology;ENTP
27~29;Male;0;3~4;5~6;5~9;0~2;Unknown~Technology;ISFP
26~29;Male;0;3~4;5~7;5~9;3~4;Unknown~Technology;ESFP
26~29;Male;0;3~4;5~7;5~9;3~4;Unknown~Technology;ENFP
26~29;Male;0;3~4;5~7;5~9;3~4;Unknown~Technology;ISFP
26~29;Male;0;3~4;5~7;5~9;3~4;Unknown~Technology;ESTP
26~29;Male;0;3~4;5~7;5~9;3~4;Unknown~Technology;INTP
26~29;Male;0;3~4;5~7;5~9;3~4;Unknown~Technology;INTP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;ISFP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;INTP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;INTP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;INTP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;INTP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;INTP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;ISFP
30~32;Male;0;0~3;5~6;5~9;0~4;Unknown~Technology;INTP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;INTP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;INFP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;INTP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;ESTP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;INTP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;ISTP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;ISFP
33~49;Male;0;0~4;5~6;5~8;2~4;Unknown~Technology;INTP
27~30;Male;0;0~2;5~7;5~9;2~4;Others~Sports~Arts;ISTP
27~30;Male;0;0~2;5~7;5~9;2~4;Others~Sports~Arts;INTP
27~30;Male;0;0~2;5~7;5~9;2~4;Others~Sports~Arts;INTP
27~30;Male;0;0~2;5~7;5~9;2~4;Others~Sports~Arts;INTP
27~30;Male;0;0~2;5~7;5~9;2~4;Others~Sports~Arts;INTP
27~30;Male;0;0~2;5~7;5~9;2~4;Others~Sports~Arts;INTP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;INTP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;ENFP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;INFP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;INFP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;ESTP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;INTP
28~30;Male;0;2~4;5~6;5~9;2~4;Others~Sports~Arts;INTP
31~43;Male;0;0~1;5~6;6~9;2~4;Others~Sports~Arts;INTP
31~43;Male;0;0~1;5~6;6~9;2~4;Others~Sports~Arts;INTP
31~43;Male;0;0~1;5~6;6~9;2~4;Others~Sports~Arts;ISTP
31~43;Male;0;0~1;5~6;6~9;2~4;Others~Sports~Arts;INTP
31~43;Male;0;0~1;5~6;6~9;2~4;Others~Sports~Arts;ISTP
31~43;Male;0;0~1;5~6;6~9;2~4;Others~Sports~Arts;INTP
31~44;Male;0;1~4;5~6;5~9;1~4;Others~Sports~Arts;INTP
31~44;Male;0;1~4;5~6;5~9;1~4;Others~Sports~Arts;ISTP
31~44;Male;0;1~4;5~6;5~9;1~4;Others~Sports~Arts;INTP
31~44;Male;0;1~4;5~6;5~9;1~4;Others~Sports~Arts;INTP
31~44;Male;0;1~4;5~6;5~9;1~4;Others~Sports~Arts;ENTP
31~44;Male;0;1~4;5~6;5~9;1~4;Others~Sports~Arts;INTP
26~29;Male;0;0~1;5~6;5~8;4~6;Unknown;INTP
26~29;Male;0;0~1;5~6;5~8;4~6;Unknown;ISFJ
26~29;Male;0;0~1;5~6;5~8;4~6;Unknown;INTJ
26~29;Male;0;0~1;5~6;5~8;4~6;Unknown;INTJ
26~29;Male;0;0~1;5~6;5~8;4~6;Unknown;INFP
26~28;Male;0;1~1;5~6;5~9;4~5;Technology~Others;ISFP
26~28;Male;0;1~1;5~6;5~9;4~5;Technology~Others;ISFP
26~28;Male;0;1~1;5~6;5~9;4~5;Technology~Others;INTP
26~28;Male;0;1~1;5~6;5~9;4~5;Technology~Others;ISFP
26~28;Male;0;1~1;5~6;5~9;4~5;Technology~Others;INTP
26~30;Male;0;2~4;5~5;5~6;4~6;Technology~Others;INFP
26~30;Male;0;2~4;5~5;5~6;4~6;Technology~Others;ENFP
26~30;Male;0;2~4;5~5;5~6;4~6;Technology~Others;INTP
26~30;Male;0;2~4;5~5;5~6;4~6;Technology~Others;INFJ
26~30;Male;0;2~4;5~5;5~6;4~6;Technology~Others;INFJ
26~30;Male;0;1~4;5~6;8~9;5~7;Unknown~Technology;INTJ
26~30;Male;0;1~4;5~6;8~9;5~7;Unknown~Technology;INTP
26~30;Male;0;1~4;5~6;8~9;5~7;Unknown~Technology;INTJ
26~30;Male;0;1~4;5~6;8~9;5~7;Unknown~Technology;ESTJ
26~30;Male;0;1~4;5~6;8~9;5~7;Unknown~Technology;ISTP
31~37;Male;0;0~2;5~5;5~8;4~5;Unknown;INTP
31~37;Male;0;0~2;5~5;5~8;4~5;Unknown;INTP
31~37;Male;0;0~2;5~5;5~8;4~5;Unknown;INFP
31~37;Male;0;0~2;5~5;5~8;4~5;Unknown;INTP
31~37;Male;0;0~2;5~5;5~8;4~5;Unknown;INTP
32~39;Male;0;0~2;5~6;5~8;4~6;Technology~Others;INTJ
32~39;Male;0;0~2;5~6;5~8;4~6;Technology~Others;ISTP
32~39;Male;0;0~2;5~6;5~8;4~6;Technology~Others;INFP
32~39;Male;0;0~2;5~6;5~8;4~6;Technology~Others;ISTP
32~39;Male;0;0~2;5~6;5~8;4~6;Technology~Others;ISFP
31~39;Male;0;2~4;5~6;5~6;4~6;Unknown~Technology~Others;ESFP
31~39;Male;0;2~4;5~6;5~6;4~6;Unknown~Technology~Others;ENFP
31~39;Male;0;2~4;5~6;5~6;4~6;Unknown~Technology~Others;ISFP
31~39;Male;0;2~4;5~6;5~6;4~6;Unknown~Technology~Others;ISTJ
31~39;Male;0;2~4;5~6;5~6;4~6;Unknown~Technology~Others;ISFP
31~41;Male;0;3~4;5~7;7~9;5~7;Unknown~Technology~Others;ISTJ
31~41;Male;0;3~4;5~7;7~9;5~7;Unknown~Technology~Others;ESTJ
31~41;Male;0;3~4;5~7;7~9;5~7;Unknown~Technology~Others;ENTP
31~41;Male;0;3~4;5~7;7~9;5~7;Unknown~Technology~Others;ENTP
31~41;Male;0;3~4;5~7;7~9;5~7;Unknown~Technology~Others;ISTJ
31~41;Male;0;3~4;5~7;7~9;5~7;Unknown~Technology~Others;INTP
26~28;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;ISFJ
26~28;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTP
26~28;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTP
26~28;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTJ
26~28;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTJ
26~28;Male;0;2~4;5~6;5~9;4~6;Sports~Arts;INTJ
26~28;Male;0;2~4;5~6;5~9;4~6;Sports~Arts;ISFJ
26~28;Male;0;2~4;5~6;5~9;4~6;Sports~Arts;INTJ
26~28;Male;0;2~4;5~6;5~9;4~6;Sports~Arts;INTP
26~28;Male;0;2~4;5~6;5~9;4~6;Sports~Arts;INTJ
26~28;Male;0;2~4;5~6;5~9;4~6;Sports~Arts;INTP
29~36;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTJ
29~36;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTP
29~36;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INTP
29~36;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;ISFJ
29~36;Male;0;0~1;5~6;5~9;4~6;Sports~Arts;INFJ
30~44;Male;0;1~4;5~6;5~9;4~6;Sports~Arts;ISTJ
30~44;Male;0;1~4;5~6;5~9;4~6;Sports~Arts;INFP
30~44;Male;0;1~4;5~6;5~9;4~6;Sports~Arts;INTP
30~44;Male;0;1~4;5~6;5~9;4~6;Sports~Arts;ENTP
30~44;Male;0;1~4;5~6;5~9;4~6;Sports~Arts;INTJ
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;6~8;2~4;0~4;2~3;Unknown;ENFP
26~28;Male;0;5~7;3~4;0~4;2~4;Technology~Others;ENFP
26~28;Male;0;5~7;3~4;0~4;2~4;Technology~Others;ENFP
26~28;Male;0;5~7;3~4;0~4;2~4;Technology~Others;ENFP
26~28;Male;0;5~7;3~4;0~4;2~4;Technology~Others;ENFP
26~28;Male;0;5~7;3~4;0~4;2~4;Technology~Others;ENFP
26~28;Male;0;7~8;2~4;1~4;1~4;Technology~Others;ENFP
26~28;Male;0;7~8;2~4;1~4;1~4;Technology~Others;ENFP
26~28;Male;0;7~8;2~4;1~4;1~4;Technology~Others;ENFP
26~28;Male;0;7~8;2~4;1~4;1~4;Technology~Others;ENFP
26~28;Male;0;7~8;2~4;1~4;1~4;Technology~Others;ENFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;INFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;ENFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;ENFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;ENFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;ENFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;ENFP
29~30;Male;0;5~9;3~5;0~4;2~4;Unknown;ENFP
29~30;Male;0;5~8;2~4;0~4;0~4;Technology~Others;ENFP
29~30;Male;0;5~8;2~4;0~4;0~4;Technology~Others;ENFP
29~30;Male;0;5~8;2~4;0~4;0~4;Technology~Others;ENFP
29~30;Male;0;5~8;2~4;0~4;0~4;Technology~Others;ENFP
29~30;Male;0;5~8;2~4;0~4;0~4;Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;INFP
31~47;Male;0;5~9;1~5;0~4;1~4;Unknown~Technology~Others;ENFP
28~30;Male;0;5~6;2~5;0~4;0~4;Sports~Arts;ENFP
28~30;Male;0;5~6;2~5;0~4;0~4;Sports~Arts;ENFP
28~30;Male;0;5~6;2~5;0~4;0~4;Sports~Arts;ENFP
28~30;Male;0;5~6;2~5;0~4;0~4;Sports~Arts;ENFP
28~30;Male;0;5~6;2~5;0~4;0~4;Sports~Arts;ENFP
26~29;Male;0;6~9;2~5;1~3;3~4;Sports~Arts;ENFP
26~29;Male;0;6~9;2~5;1~3;3~4;Sports~Arts;ENFP
26~29;Male;0;6~9;2~5;1~3;3~4;Sports~Arts;ENFP
26~29;Male;0;6~9;2~5;1~3;3~4;Sports~Arts;ENFP
26~29;Male;0;6~9;2~5;1~3;3~4;Sports~Arts;ENFP
26~29;Male;0;6~9;2~5;1~3;3~4;Sports~Arts;ENFP
31~37;Male;0;5~7;1~4;1~3;2~4;Arts;ENFP
31~37;Male;0;5~7;1~4;1~3;2~4;Arts;ENFP
31~37;Male;0;5~7;1~4;1~3;2~4;Arts;ENFP
31~37;Male;0;5~7;1~4;1~3;2~4;Arts;ENFP
31~37;Male;0;5~7;1~4;1~3;2~4;Arts;ENFP
31~37;Male;0;5~7;1~4;1~3;2~4;Arts;ENFP
34~43;Male;0;8~9;3~4;0~4;3~4;Sports~Arts;ENFP
34~43;Male;0;8~9;3~4;0~4;3~4;Sports~Arts;ENFP
34~43;Male;0;8~9;3~4;0~4;3~4;Sports~Arts;ENFP
34~43;Male;0;8~9;3~4;0~4;3~4;Sports~Arts;ENFP
34~43;Male;0;8~9;3~4;0~4;3~4;Sports~Arts;ENFP
34~43;Male;0;8~9;3~4;0~4;3~4;Sports~Arts;ENFP
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFJ
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFJ
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFJ
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;5~5;2~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFP
26~28;Male;0;6~9;3~5;0~4;4~6;Unknown~Technology;ENFJ
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFJ
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFP
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFJ
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFP
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFJ
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFP
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFJ
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFP
29~33;Male;0;5~9;1~5;0~4;4~7;Unknown~Technology;ENFP
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFJ
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFP
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFP
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFP
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFJ
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFJ
35~48;Male;0;6~9;3~4;0~4;4~7;Unknown~Technology;ENFP
26~29;Male;0;6~8;3~4;1~3;4~7;Others~Sports;ENFP
26~29;Male;0;6~8;3~4;1~3;4~7;Others~Sports;ENFP
26~29;Male;0;6~8;3~4;1~3;4~7;Others~Sports;ENFJ
26~29;Male;0;6~8;3~4;1~3;4~7;Others~Sports;ENFJ
26~29;Male;0;6~8;3~4;1~3;4~7;Others~Sports;ENFJ
26~30;Male;0;8~9;3~4;0~4;4~6;Others~Sports;ENFP
26~30;Male;0;8~9;3~4;0~4;4~6;Others~Sports;ENFJ
26~30;Male;0;8~9;3~4;0~4;4~6;Others~Sports;ENFP
26~30;Male;0;8~9;3~4;0~4;4~6;Others~Sports;ENFJ
26~30;Male;0;8~9;3~4;0~4;4~6;Others~Sports;ENFP
26~30;Male;0;6~9;1~5;0~3;4~6;Arts;ENFP
26~30;Male;0;6~9;1~5;0~3;4~6;Arts;ENFJ
26~30;Male;0;6~9;1~5;0~3;4~6;Arts;ENFP
26~30;Male;0;6~9;1~5;0~3;4~6;Arts;ENFP
26~30;Male;0;6~9;1~5;0~3;4~6;Arts;ENFP
26~30;Male;0;6~9;1~5;0~3;4~6;Arts;ENFP
31~33;Male;0;5~9;4~5;0~4;4~5;Others~Sports~Arts;ENFP
31~33;Male;0;5~9;4~5;0~4;4~5;Others~Sports~Arts;ENFP
31~33;Male;0;5~9;4~5;0~4;4~5;Others~Sports~Arts;ENFP
31~33;Male;0;5~9;4~5;0~4;4~5;Others~Sports~Arts;ENFP
31~33;Male;0;5~9;4~5;0~4;4~5;Others~Sports~Arts;ENFP
31~33;Male;0;5~9;4~5;0~4;4~5;Others~Sports~Arts;ENFP
35~48;Male;0;5~9;2~4;0~4;4~7;Others~Sports~Arts;ENFJ
35~48;Male;0;5~9;2~4;0~4;4~7;Others~Sports~Arts;ENFP
35~48;Male;0;5~9;2~4;0~4;4~7;Others~Sports~Arts;ENFJ
35~48;Male;0;5~9;2~4;0~4;4~7;Others~Sports~Arts;ENFJ
35~48;Male;0;5~9;2~4;0~4;4~7;Others~Sports~Arts;ENFP
35~48;Male;0;5~9;2~4;0~4;4~7;Others~Sports~Arts;ENFP
26~29;Male;0;7~9;2~4;4~7;1~3;Unknown~Technology;ENFP
26~29;Male;0;7~9;2~4;4~7;1~3;Unknown~Technology;ENTP
26~29;Male;0;7~9;2~4;4~7;1~3;Unknown~Technology;ENFP
26~29;Male;0;7~9;2~4;4~7;1~3;Unknown~Technology;ENTP
26~29;Male;0;7~9;2~4;4~7;1~3;Unknown~Technology;ENFP
27~29;Male;0;6~9;2~5;4~7;3~4;Unknown~Technology;ENTP
27~29;Male;0;6~9;2~5;4~7;3~4;Unknown~Technology;ENTP
27~29;Male;0;6~9;2~5;4~7;3~4;Unknown~Technology;ENFP
27~29;Male;0;6~9;2~5;4~7;3~4;Unknown~Technology;ENFP
27~29;Male;0;6~9;2~5;4~7;3~4;Unknown~Technology;ENFP
27~29;Male;0;6~9;2~5;4~7;3~4;Unknown~Technology;ENFP
26~27;Male;0;5~7;2~4;7~9;1~3;Unknown~Technology;ENTP
26~27;Male;0;5~7;2~4;7~9;1~3;Unknown~Technology;ENTP
26~27;Male;0;5~7;2~4;7~9;1~3;Unknown~Technology;ENTP
26~27;Male;0;5~7;2~4;7~9;1~3;Unknown~Technology;ENTP
26~27;Male;0;5~7;2~4;7~9;1~3;Unknown~Technology;ENTP
26~27;Male;0;5~7;2~4;7~9;1~3;Unknown~Technology;ENTP
26~29;Male;0;5~9;3~5;7~9;3~4;Unknown~Technology;ENTP
26~29;Male;0;5~9;3~5;7~9;3~4;Unknown~Technology;ENTP
26~29;Male;0;5~9;3~5;7~9;3~4;Unknown~Technology;ENTP
26~29;Male;0;5~9;3~5;7~9;3~4;Unknown~Technology;ENTP
26~29;Male;0;5~9;3~5;7~9;3~4;Unknown~Technology;ENTP
26~29;Male;0;5~9;3~5;7~9;3~4;Unknown~Technology;ENTP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENFP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENFP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENTP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;INFP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENTP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENTP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENTP
30~32;Male;0;5~9;2~4;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENFP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENFP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENTP
33~47;Male;0;5~9;2~5;5~9;2~4;Unknown~Technology;ENFP
26~28;Male;0;5~9;3~4;5~7;2~4;Others~Sports;ENFP
26~28;Male;0;5~9;3~4;5~7;2~4;Others~Sports;ENTP
26~28;Male;0;5~9;3~4;5~7;2~4;Others~Sports;ENFP
26~28;Male;0;5~9;3~4;5~7;2~4;Others~Sports;ENFP
26~28;Male;0;5~9;3~4;5~7;2~4;Others~Sports;ENTP
26~28;Male;0;6~9;3~4;7~9;1~4;Others~Sports~Arts;ENTP
26~28;Male;0;6~9;3~4;7~9;1~4;Others~Sports~Arts;ENTP
26~28;Male;0;6~9;3~4;7~9;1~4;Others~Sports~Arts;ENTP
26~28;Male;0;6~9;3~4;7~9;1~4;Others~Sports~Arts;ENTP
