Age;Gender;Degree;Branch;CGPA;Internships;Projects;Coding_Skills;Communication_Skills;Aptitude_Test_Score;Soft_Skills_Rating;Certifications;Backlogs;Placement_Status
18~21;Male;B.Tech~BCA~MCA;CSE~IT;4~5;0;3;6;6~8;43~59;6~8;2;1~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;4~5;0;3;6;6~8;43~59;6~8;2;1~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;4~5;0;3;6;6~8;43~59;6~8;2;1~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;4~5;0;3;6;6~8;43~59;6~8;2;1~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~8;60~77;5~6;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5;7~9;60~90;5~6;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Placed
19~21;Male;MCA;CSE~IT;5~6;0;3;5;6~8;60~84;4~6;2;0~1;Not Placed
18;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~7;63~91;4~6;2;2~3;Not Placed
18;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~7;63~91;4~6;2;2~3;Not Placed
18;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~7;63~91;4~6;2;2~3;Not Placed
18;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~7;63~91;4~6;2;2~3;Not Placed
18;Male;B.Tech~BCA;CSE~IT;5~6;0;3;5~6;6~7;63~91;4~6;2;2~3;Not Placed
19~21;Male;B.Tech~BCA;CSE;5~6;0;3;5~6;6~8;61~67;4~6;2;2~3;Not Placed
19~21;Male;B.Tech~BCA;CSE;5~6;0;3;5~6;6~8;61~67;4~6;2;2~3;Not Placed
19~21;Male;B.Tech~BCA;CSE;5~6;0;3;5~6;6~8;61~67;4~6;2;2~3;Not Placed
19~21;Male;B.Tech~BCA;CSE;5~6;0;3;5~6;6~8;61~67;4~6;2;2~3;Not Placed
19~21;Male;B.Tech~BCA;CSE;5~6;0;3;5~6;6~8;61~67;4~6;2;2~3;Not Placed
19~21;Male;B.Tech~BCA;CSE;5~6;0;3;5~6;6~8;61~67;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;3;5~6;6~7;61~77;4~6;2;2~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5;6~9;62~78;7~9;2;0~1;Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5;6~9;62~78;7~9;2;0~1;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5;6~9;62~78;7~9;2;0~1;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5;6~9;62~78;7~9;2;0~1;Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5;6~9;62~78;7~9;2;0~1;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5~6;6~9;61~75;7~8;2;2~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5~6;6~9;61~75;7~8;2;2~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5~6;6~9;61~75;7~8;2;2~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5~6;6~9;61~75;7~8;2;2~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5~6;6~9;61~75;7~8;2;2~3;Not Placed
18~21;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;3;5~6;6~9;61~75;7~8;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;2~6;51~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;53~63;4~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;40~63;4~5;2;1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~7;0;4;6~7;2~6;49~63;3~5;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;46~63;3~5;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;46~63;3~5;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;46~63;3~5;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;46~63;3~5;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;46~63;3~5;2;0~1;Not Placed
19~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;46~63;3~5;2;0~1;Not Placed
18~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;4~5;2;0~1;Not Placed
18~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;4~5;2;0~1;Not Placed
18~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;4~5;2;0~1;Not Placed
18~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;4~5;2;0~1;Placed
18~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;4~5;2;0~1;Not Placed
18~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;4~5;2;0~1;Not Placed
18~19;Male;BCA;CSE~IT;5~6;0;4;6~7;4~6;43~54;4~5;2;2~3;Not Placed
18~19;Male;BCA;CSE~IT;5~6;0;4;6~7;4~6;43~54;4~5;2;2~3;Not Placed
18~19;Male;BCA;CSE~IT;5~6;0;4;6~7;4~6;43~54;4~5;2;2~3;Not Placed
18~19;Male;BCA;CSE~IT;5~6;0;4;6~7;4~6;43~54;4~5;2;2~3;Not Placed
18~19;Male;BCA;CSE~IT;5~6;0;4;6~7;4~6;43~54;4~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;52~57;4~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;52~57;4~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;52~57;4~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;52~57;4~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;52~57;4~5;2;2~3;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;5;43~59;4~5;2;2~3;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;5;43~59;4~5;2;2~3;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;5;43~59;4~5;2;2~3;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;5;43~59;4~5;2;2~3;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;5;43~59;4~5;2;2~3;Not Placed
18~20;Male;MCA;CSE~IT;5~6;0;4;6~7;2~6;54~60;3~5;2;2~3;Not Placed
18~20;Male;MCA;CSE~IT;5~6;0;4;6~7;2~6;54~60;3~5;2;2~3;Not Placed
18~20;Male;MCA;CSE~IT;5~6;0;4;6~7;2~6;54~60;3~5;2;2~3;Not Placed
18~20;Male;MCA;CSE~IT;5~6;0;4;6~7;2~6;54~60;3~5;2;2~3;Not Placed
18~20;Male;MCA;CSE~IT;5~6;0;4;6~7;2~6;54~60;3~5;2;2~3;Not Placed
19~20;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;43~62;3~5;2;2~3;Not Placed
19~20;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;43~62;3~5;2;2~3;Not Placed
19~20;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;43~62;3~5;2;2~3;Not Placed
19~20;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;43~62;3~5;2;2~3;Not Placed
19~20;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;43~62;3~5;2;2~3;Not Placed
19~20;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;43~62;3~5;2;2~3;Not Placed
21;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;48~60;3~5;2;2~3;Not Placed
21;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;48~60;3~5;2;2~3;Not Placed
21;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;48~60;3~5;2;2~3;Not Placed
21;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;48~60;3~5;2;2~3;Not Placed
21;Male;MCA;CSE~IT;6~6;0;4;6~7;4~6;48~60;3~5;2;2~3;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;3~6;43~63;6~7;2;1;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;3~6;43~63;6~7;2;1;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;3~6;43~63;6~7;2;1;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;3~6;43~63;6~7;2;1;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;3~6;43~63;6~7;2;1;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~6;0;4;6~7;3~6;43~63;6~7;2;1;Not Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Not Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Not Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Placed
18~20;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;48~63;6~8;2;0~1;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~5;0;4;7;4~6;44~61;6~7;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~5;0;4;7;4~6;44~61;6~7;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~5;0;4;7;4~6;44~61;6~7;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~5;0;4;7;4~6;44~61;6~7;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~5;0;4;7;4~6;44~61;6~7;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;5~5;0;4;7;4~6;44~61;6~7;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;50~62;6~8;2;2;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;5~6;0;4;6~7;3~6;47~59;6~8;2;0~1;Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Not Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Not Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Not Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Placed
20~21;Male;MCA;CSE~IT;6~6;0;4;6~7;2~6;44~63;6~7;2;0~1;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~21;Male;MCA;CSE~IT;5~6;0;4;6~7;4~6;45~57;6~7;2;2;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;CSE~IT;5~6;0;4;6~7;4~6;48~63;6~9;2;3;Not Placed
21;Male;B.Tech~BCA~MCA;CSE~IT;6~6;0;4;6~7;5~6;50~60;6~7;2;3;Not Placed
21;Male;B.Tech~BCA~MCA;CSE~IT;6~6;0;4;6~7;5~6;50~60;6~7;2;3;Not Placed
21;Male;B.Tech~BCA~MCA;CSE~IT;6~6;0;4;6~7;5~6;50~60;6~7;2;3;Not Placed
21;Male;B.Tech~BCA~MCA;CSE~IT;6~6;0;4;6~7;5~6;50~60;6~7;2;3;Not Placed
21;Male;B.Tech~BCA~MCA;CSE~IT;6~6;0;4;6~7;5~6;50~60;6~7;2;3;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;2~6;64~81;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Not Placed
18~19;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~5;64~82;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;4~6;65~81;4~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Not Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Placed
20~21;Male;B.Tech~BCA;CSE~IT;6~6;0;4;6~7;3~6;65~89;3~5;2;0~1;Placed
18~19;Male;MCA;CSE~IT;6~6;0;4;6~7;3~6;67~89;4~5;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;6~6;0;4;6~7;3~6;67~89;4~5;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;6~6;0;4;6~7;3~6;67~89;4~5;2;0~1;Placed
18~19;Male;MCA;CSE~IT;6~6;0;4;6~7;3~6;67~89;4~5;2;0~1;Placed
18~19;Male;MCA;CSE~IT;6~6;0;4;6~7;3~6;67~89;4~5;2;0~1;Not Placed
18~19;Male;MCA;CSE~IT;6~6;0;4;6~7;3~6;67~89;4~5;2;0~1;Not Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Not Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Not Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Placed
20~21;Male;MCA;CSE~IT;5~6;0;4;6~7;5~6;64~73;3~5;2;0~1;Placed
18~19;Male;B.Tech~BCA;CSE;5~6;0;4;6~7;2~6;64~74;3~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE;5~6;0;4;6~7;2~6;64~74;3~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE;5~6;0;4;6~7;2~6;64~74;3~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE;5~6;0;4;6~7;2~6;64~74;3~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE;5~6;0;4;6~7;2~6;64~74;3~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE;6~6;0;4;6~7;5~6;66~83;2~5;2;2~3;Not Placed
18~19;Male;B.Tech~BCA;CSE;6~6;0;4;6~7;5~6;66~83;2~5;2;2~3;Not Placed
