Age,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Gender_Female,Gender_Male,Interest_Arts,Interest_Others,Interest_Sports,Interest_Technology,Interest_Unknown,Personality
23.0,0,9.71254,3.310443951446192,4.33225,5.75891860370897,1,0,0,0,0,1,0,ENFP
22.0,1,1.41707,5.361555947147761,5.45662,4.886087266762791,0,1,1,0,0,0,0,INFP
26.0,0,3.61387,5.819088850476904,2.15545,5.089497010156212,1,0,0,0,0,0,1,INFP
26.0,0,2.14292,3.2359662520048995,4.98598,3.8797117732803033,1,0,1,0,0,0,0,INTP
27.0,0,9.58934,5.147954517337309,5.9878,3.7712150825130286,1,0,0,0,0,0,1,ENTP
22.0,0,6.31769,7.061340591863481,6.64263,6.001079517020099,1,0,0,1,0,0,0,ENTJ
27.0,0,9.33123,3.906450594362792,7.28884,5.528701726071141,0,1,0,0,1,0,0,ENTJ
33.0,1,5.12549,5.415404456374249,5.7663,4.080529685662338,1,0,0,0,0,0,1,ENTP
29.0,0,4.6092,5.077931024290348,0.9473,3.550225762804665,1,0,0,0,0,0,1,ENFP
25.0,0,6.87481,5.335535746404811,0.02609,2.9955765540139847,1,0,0,0,0,0,1,ENFP
23.0,1,7.88493,5.710834509274927,9.43579,3.204075583195792,1,0,1,0,0,0,0,ENTP
20.0,0,1.7973,3.182258266728345,0.72997,4.517340115851282,0,1,0,0,0,0,1,INFP
20.0,1,1.16367,5.520728358385358,9.2718,2.382592976116777,1,0,0,0,1,0,0,INTP
38.0,0,2.66777,5.626196168797006,1.15205,4.36741806388324,0,1,1,0,0,0,0,INFP
29.0,1,2.58123,6.011869026222492,1.66174,5.383370483479977,0,1,0,0,1,0,0,INFP
24.0,1,2.91222,5.71974233673055,6.60947,5.159215802153753,1,0,0,0,0,1,0,INTP
30.0,1,4.57139,5.020036891536037,7.56378,4.977329955645541,1,0,0,0,0,0,1,ENTP
22.0,0,5.46799,5.039408719272277,9.94244,2.715748566376517,1,0,0,1,0,0,0,ENTP
25.0,0,8.36942,5.387739958083074,2.64378,5.552868440331114,0,1,0,0,0,0,1,ENFP
22.0,1,7.88636,6.091638193347884,6.15553,5.968677541433406,0,1,0,0,0,0,1,ENFP
25.0,1,5.22832,4.286615277803612,9.65549,6.772273064121562,1,0,1,0,0,0,0,ENTP
20.0,1,4.86642,4.790619275845989,7.76693,6.132650711495691,1,0,0,1,0,0,0,ENTP
20.0,1,2.90243,6.087305884658293,8.965,5.711098302419343,0,1,0,1,0,0,0,INTP
32.0,1,3.1574,4.479722798558695,9.21527,3.754540708708696,0,1,1,0,0,0,0,INTP
23.0,0,6.11832,3.8105029606122303,4.93545,3.866561679020899,0,1,0,0,0,1,0,ENFP
31.0,0,7.316,4.730831919629832,1.45538,4.025645451871267,1,0,0,0,0,0,1,ENFP
33.0,1,4.04023,6.283263617236251,4.61023,4.108177093631598,1,0,1,0,0,0,0,ESTP
32.0,1,4.70999,5.441002027909366,8.24428,5.565279783269636,0,1,1,0,0,0,0,ENTP
32.0,0,4.7061,4.941642454311813,8.74478,5.249796197410711,0,1,1,0,0,0,0,ENTP
25.0,0,5.92953,4.101836332535893,1.33195,4.169005651669642,1,0,0,0,0,0,1,ENFP
22.0,1,3.67614,5.641979479833232,3.41659,4.643130872078448,0,1,1,0,0,0,0,INFP
30.0,0,1.78719,5.324633348307836,0.51275,1.966930830820516,0,1,0,0,0,0,1,INFP
22.0,1,1.94671,5.997210857910812,0.64529,5.014206497026707,0,1,0,0,0,0,1,INFP
23.0,0,9.28568,4.042648500026771,2.00267,5.437718817784464,0,1,0,0,1,0,0,ENFJ
24.0,0,6.26749,4.441268229091138,3.14013,6.040785091251259,0,1,1,0,0,0,0,ENFJ
24.0,1,5.22797,3.8705909427441703,9.18466,4.81509245162317,0,1,1,0,0,0,0,ENTP
31.0,0,5.45312,3.7154586913488457,9.70059,4.607781863387066,0,1,0,0,0,0,1,ENTP
27.0,0,5.9969,2.6217768695074897,3.57089,2.7255688499204256,0,1,0,0,0,0,1,ENFP
24.0,1,4.82224,6.320896043243449,0.12809,4.665368696751144,0,1,0,1,0,0,0,ESFP
31.0,0,8.57471,5.571783645926373,8.52287,4.920963782570716,0,1,0,1,0,0,0,ENTP
19.0,0,7.31908,4.497346599041345,2.26701,4.169331241801533,1,0,0,1,0,0,0,ENFP
23.0,1,1.76716,6.997633502262319,5.51319,5.196617127276074,1,0,0,0,0,0,1,INTP
24.0,1,3.81835,4.627847360967813,0.93405,5.200207351516429,1,0,0,0,0,0,1,ENFP
24.0,1,5.3041,6.8760134682765965,5.20833,6.240725576679742,1,0,0,1,0,0,0,ENFP
22.0,0,9.85184,4.8557981871049165,0.62976,5.369996039258179,0,1,1,0,0,0,0,ENFP
29.0,0,7.78871,2.643916426590301,9.09416,6.300349435232715,0,1,0,1,0,0,0,ENTJ
24.0,0,6.06229,5.165045729234947,3.404,5.266588265961184,0,1,0,0,1,0,0,ENFJ
27.0,1,2.32758,5.598163202203653,3.65469,3.110582840801412,0,1,0,0,0,1,0,INFP
32.0,0,3.02454,5.430156490439094,4.37475,4.249730264745789,1,0,0,1,0,0,0,ENFP
27.0,0,1.23572,4.49907824572492,3.89301,4.945512369656955,0,1,0,0,0,0,1,INFP
22.0,0,2.28662,4.817660403444178,2.72222,3.619773861212895,1,0,0,0,0,0,1,INFP
28.0,0,2.05142,3.868950908785441,8.83978,4.615821473174926,1,0,0,1,0,0,0,INTP
34.0,0,1.15597,5.278273478868704,7.64199,3.940928935327155,0,1,0,1,0,0,0,INTP
28.0,0,7.50188,5.045735615705944,6.66957,2.6126650080351697,0,1,0,0,0,0,1,ENTP
22.0,1,1.62022,6.743058271702566,8.68462,4.476921353528729,1,0,1,0,0,0,0,INTP
39.0,1,4.11593,3.7495362617901606,8.0857,5.451758137679572,1,0,1,0,0,0,0,INTP
24.0,1,2.15262,4.898533901727671,4.39847,2.759904386305562,1,0,0,0,1,0,0,INFP
28.0,1,2.52765,6.906693648327658,0.19943,4.923076642494802,1,0,0,0,0,0,1,ISFP
28.0,0,9.47231,3.880573557834156,7.98746,4.261391659611988,1,0,0,0,0,1,0,ENTP
34.0,0,6.16127,6.227609105849258,1.23648,3.990994683416405,0,1,0,0,1,0,0,ESFP
22.0,1,7.73515,4.712866899401523,8.00491,2.728881949400037,0,1,1,0,0,0,0,ENTP
23.0,0,7.90563,5.798875310255997,6.38172,4.610730531200871,1,0,1,0,0,0,0,ENTP
19.0,0,3.19303,5.237082676612898,9.2775,4.716299490174579,0,1,0,1,0,0,0,INTP
22.0,1,3.14758,6.634397879663394,1.92689,5.996169619034313,0,1,0,0,0,0,1,INFP
43.0,0,8.97039,4.3496514243941,1.88563,2.862792006043123,1,0,0,0,0,0,1,ENFP
26.0,0,6.1145,6.315680872925402,0.14532,3.99206597376006,1,0,0,0,1,0,0,ESFP
28.0,1,2.85389,5.9907505263236045,8.76711,2.4906885164029164,0,1,0,0,0,0,1,INTP
38.0,0,1.31162,3.923298941360444,7.21813,3.183860938726719,1,0,0,0,0,0,1,INTP
29.0,1,3.6014,4.525977818868616,6.30712,8.246903337047108,0,1,0,0,0,0,1,INFP
26.0,0,0.3315,4.583095555405254,6.81008,6.739353138792729,1,0,0,0,0,0,1,INTJ
19.0,0,0.61241,5.719206172434717,5.26644,4.434043578541402,0,1,0,0,1,0,0,INFP
23.0,1,7.21449,6.591579223559525,3.56341,4.847230891683353,1,0,1,0,0,0,0,ESFP
30.0,1,2.00718,6.230306536160708,4.1095,5.425500496295392,0,1,0,0,0,0,1,ISFP
24.0,1,8.60549,6.280292095766868,2.76999,4.583881212010702,1,0,0,0,0,0,1,ENFP
30.0,1,4.42989,4.911924616461631,0.0508,5.344099834024433,1,0,1,0,0,0,0,ENFP
20.0,0,9.14543,6.042990924347257,5.0532,3.142226811353127,1,0,0,0,0,0,1,ENFP
28.0,0,9.8956,4.989451230337958,8.78015,5.265223405593161,0,1,1,0,0,0,0,ENTP
28.0,0,1.95111,5.715656438064006,7.93565,5.244438143987006,0,1,0,0,0,1,0,INTP
26.0,0,7.05184,6.193429996791851,5.68922,3.740042011987941,0,1,0,0,0,0,1,ESFP
35.0,1,4.93493,4.34542557028297,8.63615,3.433193955295813,0,1,0,1,0,0,0,INTP
30.0,0,7.42841,5.890776871251946,5.2455,3.4892755462147105,1,0,1,0,0,0,0,ENTP
22.0,1,4.07193,5.64429548888018,4.72107,4.765506274733335,1,0,0,0,1,0,0,ENFP
25.0,1,7.792,5.427804109734799,0.14319,5.005372221878738,0,1,0,0,0,0,1,ENFP
28.0,0,8.98608,4.528369770580533,0.2789,3.864937576715521,0,1,1,0,0,0,0,ENFP
31.0,1,3.81628,5.843339427903185,1.76484,5.680539732062156,0,1,1,0,0,0,0,ENFP
29.0,0,3.73684,6.362785823362298,1.41651,6.337800816734972,0,1,0,0,0,0,1,ESFJ
26.0,0,0.46228,6.436175454974095,4.46516,4.897841987725215,0,1,0,0,0,1,0,ISFP
36.0,1,8.28973,4.867543726353906,9.74938,5.194862953614146,0,1,0,0,0,0,1,ENTP
24.0,0,0.28564,6.378974591133511,7.35719,5.309782614621274,0,1,0,0,0,0,1,ISTP
29.0,0,8.36179,6.791054998478748,2.11955,3.774703418994394,0,1,1,0,0,0,0,ESFP
25.0,0,9.58729,3.074776218845095,0.5128,3.891280752389862,0,1,0,0,0,0,1,ENFP
28.0,0,8.35195,4.749523122417981,2.1571,4.827630988748132,1,0,0,0,1,0,0,ENFP
27.0,1,9.20619,5.022758768271767,7.8668,4.358789907778775,0,1,0,1,0,0,0,ENTP
21.0,0,2.92518,4.633704370332964,0.19951,3.694367477099606,0,1,0,1,0,0,0,INFP
35.0,1,2.32084,4.099761712479584,8.16467,4.441222938081999,0,1,1,0,0,0,0,INTP
24.0,1,7.10469,3.9729386710463217,7.43716,6.903853097730041,1,0,1,0,0,0,0,ENTP
26.0,0,7.90164,7.73546710392674,8.12912,4.745918063981838,0,1,0,0,0,0,1,ESTP
33.0,1,6.75951,4.519261179974739,8.47399,5.222080815736842,0,1,1,0,0,0,0,ENTP
28.0,0,8.3395,5.490436910936034,3.05261,4.394921584863826,1,0,1,0,0,0,0,ENFP
28.0,0,1.43021,3.085854158075513,5.96544,5.040275667134348,1,0,0,1,0,0,0,INTP
21.0,1,9.48452,5.951674565166772,0.06748,6.021266136300791,1,0,0,0,0,0,1,ENFP
24.0,0,3.8941,7.032652672248067,3.66974,3.3854550202265346,0,1,1,0,0,0,0,ISFP
22.0,0,4.11558,5.936814636655704,9.57192,4.919181343085523,0,1,0,1,0,0,0,ENTP
26.0,0,6.98847,4.321942698183912,4.66653,3.378531546977133,0,1,1,0,0,0,0,ENFP
35.0,1,8.12179,6.504166323016023,1.55712,5.692043564415806,1,0,0,0,0,0,1,ESFP
27.0,0,2.39655,6.342973784446707,6.93718,5.54169149575312,0,1,0,0,0,0,1,ISTP
24.0,1,5.45031,6.952489558675921,7.33486,4.255247308102586,1,0,1,0,0,0,0,ENTP
39.0,0,6.41248,3.81178928117115,2.18478,5.763046382743313,0,1,1,0,0,0,0,ENFP
33.0,0,5.85885,5.48382177119603,0.74135,4.215969580905988,0,1,0,1,0,0,0,ENFP
28.0,0,1.64,4.520795348336662,8.69932,3.612504119590859,0,1,0,0,1,0,0,INTP
27.0,1,3.17575,4.976635762235246,4.86751,7.277197417976381,0,1,0,0,0,1,0,INFP
27.0,1,1.19845,5.9404955149896965,3.47146,7.632061655113175,1,0,0,0,0,0,1,INFP
37.0,1,2.96482,4.332495567456316,7.64982,6.826787820649383,1,0,0,0,0,0,1,ENTP
37.0,1,1.90485,3.744362073894394,6.37702,2.06294542618908,0,1,0,0,0,0,1,INFP
43.0,0,8.46945,4.325564176403354,7.28949,6.173269142259144,0,1,0,0,0,0,1,ENTJ
31.0,0,6.64798,5.341667143668481,6.67778,4.451526079782726,0,1,0,0,0,0,1,ENTP
34.0,0,7.15859,5.063170098758557,5.20257,3.821020950399683,0,1,1,0,0,0,0,ENFP
33.0,0,6.73676,4.457560255024988,0.24378,2.9275459555211483,1,0,0,0,1,0,0,ENFP
23.0,1,9.95092,5.60860087864968,9.82139,6.379958443802438,0,1,0,0,0,0,1,ENTP
24.0,1,4.79206,3.612166458913925,2.17201,3.9399426031430136,0,1,0,0,0,0,1,INFP
29.0,1,4.81587,4.457180909338812,1.26349,5.729833549551988,0,1,0,0,0,0,1,ENFP
35.0,0,8.79978,6.393061686162152,2.03294,4.662891701858852,1,0,0,0,0,0,1,ESFP
24.0,0,0.4761,5.3407616602556045,3.47033,4.166698667646339,0,1,0,0,0,0,1,INFP
20.0,1,0.65458,5.3990959340405205,7.70561,6.534932699102598,1,0,0,0,0,0,1,INTP
22.0,0,6.9163,5.919251202836768,3.69475,5.461199089197416,0,1,0,0,1,0,0,ENFJ
39.0,0,7.26052,6.457245221890775,7.76828,3.238680898766942,1,0,0,0,0,0,1,ESTP
27.0,0,1.57865,6.529669005207846,5.90516,6.2921159440908205,1,0,0,0,0,1,0,ISTJ
26.0,1,4.38105,3.3387422867450782,1.89514,5.288592276679948,1,0,0,0,0,0,1,ENFP
23.0,0,2.66882,4.979665617603102,0.49426,2.159035454166575,1,0,0,0,0,1,0,INFP
23.0,0,4.19331,4.829204694049974,3.86675,3.898051275864741,1,0,1,0,0,0,0,ENFP
28.0,1,7.9188,4.693134810406027,0.6994,5.012820237429112,0,1,0,0,0,1,0,ENFP
21.0,0,1.59723,4.982369514184806,7.58656,2.698664126770312,0,1,0,0,0,0,1,INTP
24.0,1,6.36581,3.699457383422198,2.42162,3.638657936580014,0,1,0,0,0,0,1,ENFP
27.0,1,9.20914,6.5929253837201705,3.37073,3.4552688415436963,0,1,0,1,0,0,0,ESFP
25.0,0,6.92747,4.233065566196311,6.13644,5.705867155504111,1,0,1,0,0,0,0,ENTP
23.0,0,6.2352,3.2361778184073016,1.11201,6.292330736984708,1,0,0,0,0,0,1,ENFJ
25.0,1,2.19848,4.341587885156541,7.70111,5.545895524702651,1,0,0,1,0,0,0,INTP
24.0,0,3.72881,5.649285968444793,8.27089,1.8537142428926088,1,0,0,0,0,0,1,ENTP
29.0,1,4.11542,2.9644078203385007,5.69371,2.286738488623337,1,0,1,0,0,0,0,ENTP
25.0,0,0.97435,6.192926849405009,9.92232,2.532419500116508,0,1,0,1,0,0,0,ISTP
34.0,1,6.61199,6.252327292250722,9.30022,3.5840340851426453,0,1,0,1,0,0,0,ESTP
30.0,0,0.45348,5.567125500719362,6.43445,4.63458158438196,1,0,0,0,0,0,1,INTP
26.0,1,3.45796,6.016507391011812,6.06426,4.7293597452092575,0,1,0,0,0,0,1,INFP
34.0,0,7.58673,5.7620625783922925,2.66171,5.3760131358861845,1,0,0,0,0,0,1,ENFP
36.0,0,9.28302,5.171919486006109,2.07392,4.284920988101902,0,1,0,0,0,0,1,ENFP
20.0,0,9.38489,4.102601781563825,5.04129,3.725307729126381,0,1,1,0,0,0,0,ENFP
33.0,0,2.99632,6.007411637479835,9.68624,3.5535375343383784,1,0,0,0,0,1,0,INTP
24.0,0,8.66257,5.36401549281301,8.07914,4.7271236387263365,0,1,0,1,0,0,0,ENTP
30.0,0,1.06474,4.848509547355564,2.67092,4.309406576937472,1,0,1,0,0,0,0,INFP
36.0,1,7.2143,3.526182498781429,3.16945,4.112419577418585,1,0,0,0,0,1,0,ENFP
32.0,1,0.58274,5.971406911614372,1.10212,5.861075754511157,1,0,1,0,0,0,0,INFP
34.0,1,2.28604,4.624633667950138,3.37387,2.701163494035437,1,0,0,0,0,0,1,INFP
24.0,0,2.38889,5.211678786086148,3.9277,3.018014283258228,1,0,0,0,0,1,0,INFP
22.0,0,5.67792,5.962993313562112,4.82829,4.714054124726245,0,1,0,0,0,0,1,ENFP
24.0,1,6.60252,5.978093103590364,6.30931,5.962434289766893,1,0,0,0,0,1,0,ENTP
31.0,1,9.39685,3.1351634207306422,4.81164,4.153225059545067,0,1,0,0,0,0,1,ENFP
33.0,0,5.39374,5.092138318411179,3.83996,5.1390678511443975,1,0,0,0,0,0,1,ENFP
24.0,1,4.72462,2.4101556580272083,7.72804,6.210757644564097,0,1,1,0,0,0,0,ENTP
25.0,0,4.32596,6.4918759859988215,3.9168,5.96028872880304,0,1,0,0,1,0,0,ISFJ
22.0,0,6.74288,6.376933166361034,7.98727,3.1489396396616987,0,1,0,1,0,0,0,ESTP
24.0,0,0.41415,5.822256823243612,1.91844,5.013923712277259,0,1,0,0,0,0,1,INFP
23.0,0,8.45556,5.478448509862336,7.22679,4.748828169152878,1,0,0,1,0,0,0,ENTP
35.0,0,6.02695,5.241997022934834,0.81911,3.63663291579097,1,0,0,1,0,0,0,ENFP
34.0,0,3.94142,5.154438629419781,6.44714,5.75770300172837,0,1,0,1,0,0,0,INFP
33.0,1,4.99788,2.0499865222538087,8.49713,5.967197959563257,0,1,0,0,0,1,0,ENTP
30.0,0,4.68346,4.779603899780813,6.8203,6.204962593004923,0,1,0,0,0,0,1,ENTJ
22.0,0,9.9174,4.9624554738318105,4.00086,2.2569937285453285,0,1,0,1,0,0,0,ENFP
20.0,0,6.83843,4.89924694572534,9.19551,4.95878417330381,0,1,0,0,0,0,1,ENTP
22.0,0,3.52351,5.729294693552396,6.65391,5.574678537438857,1,0,0,0,0,0,1,ENTP
30.0,1,4.81328,5.692610479771296,7.61154,2.5232834725032007,0,1,0,0,0,0,1,ENTP
33.0,1,0.56772,6.087128099114454,3.67323,5.76244222085333,0,1,1,0,0,0,0,INFP
32.0,0,5.95668,4.367792761600369,0.55101,3.693881920265468,1,0,0,1,0,0,0,ENFP
22.0,0,1.92103,4.465606289650296,1.23689,5.5839329086287846,0,1,1,0,0,0,0,INFP
29.0,0,9.4574,4.845490651874954,5.63938,2.3132282839469336,0,1,1,0,0,0,0,ENTP
26.0,0,3.20934,2.6512743609860774,2.47555,1.973610526023737,1,0,1,0,0,0,0,INFP
24.0,0,2.56324,4.611134226695789,2.177,5.599658086496806,1,0,0,0,0,0,1,INFP
23.0,0,3.91494,5.201107420109516,3.96755,5.366103533176429,0,1,0,1,0,0,0,ENFP
33.0,1,2.26641,4.353366957060802,0.78975,3.648930433725007,1,0,0,0,0,0,1,INFP
28.0,1,7.6482,6.059690116363506,5.56732,6.640359022514577,0,1,0,0,0,0,1,ENFP
20.0,1,1.3461,5.666173264865081,3.1958,5.068041299463011,0,1,0,1,0,0,0,INFP
28.0,1,7.53419,5.0447854212636285,1.06668,6.278607425165613,1,0,0,1,0,0,0,ENFP
31.0,1,3.96183,3.5250320670587234,0.34669,8.253034926619337,1,0,0,0,1,0,0,ENFJ
31.0,1,1.5233,6.210311676451035,3.3665,3.912396893737816,0,1,0,0,0,0,1,ISFP
23.0,0,8.61408,5.580541394589659,8.95212,4.796128170449716,0,1,0,0,0,0,1,ENTP
21.0,0,4.39391,6.778400545454105,7.86053,5.308606842993306,1,0,0,0,0,0,1,ENTP
30.0,0,1.31743,4.179993222388221,4.46618,8.343946423995556,1,0,0,0,0,0,1,INFJ
24.0,1,6.27838,4.951395939551347,7.82924,1.1447320332864086,1,0,0,1,0,0,0,ENTP
35.0,0,2.45124,5.409274480431328,1.30052,4.833880918005827,1,0,0,0,0,0,1,INFP
20.0,0,4.86182,6.096490492813807,7.04199,7.247780526758553,0,1,0,0,0,1,0,INTJ
33.0,1,6.06921,5.6236349164754165,5.63166,3.0276214464503157,1,0,0,1,0,0,0,ENTP
24.0,0,1.60245,3.1911362310006446,8.63461,5.576780691886959,1,0,0,0,0,0,1,INTP
31.0,0,4.59395,4.182449777781599,6.71877,4.240407065975965,1,0,0,0,0,1,0,INTP
23.0,1,8.56733,4.326658058663416,9.27173,2.6167071253795298,1,0,0,0,0,0,1,ENTP
31.0,1,1.31251,5.205805679735077,1.03742,5.158937363297166,0,1,0,1,0,0,0,INFP
27.0,0,4.16591,3.965606443759607,5.06612,4.383806042750254,0,1,1,0,0,0,0,INFP
24.0,0,3.90936,5.915672354129312,7.06342,4.61061081408732,1,0,0,0,0,0,1,INTP
34.0,0,1.07928,5.590270845125836,5.05528,5.571142241825792,0,1,1,0,0,0,0,INFP
23.0,0,0.84741,3.2297088440923165,1.34425,5.703826783935908,0,1,0,1,0,0,0,INFP
22.0,0,5.9866,4.854959361064497,8.11525,6.731353515422773,1,0,0,0,0,0,1,ENTJ
31.0,0,4.36924,4.367462520557566,3.52185,5.270814619971477,0,1,0,0,0,0,1,ENFP
20.0,0,3.01455,6.1470087736520105,1.75174,5.779286924480725,1,0,0,0,0,0,1,INFP
24.0,1,2.67996,5.112605084553394,5.77796,6.0003763408136095,0,1,0,1,0,0,0,INFP
24.0,1,0.284,3.5026651797969057,5.02348,4.475234543165726,1,0,0,0,0,0,1,INFP
21.0,0,2.3266,7.144220882813169,8.70768,4.619618385803241,1,0,0,0,0,0,1,INTP
23.0,0,7.69404,4.974783976573672,9.17487,3.896922867784938,0,1,1,0,0,0,0,ENTP
35.0,0,3.15551,7.003035735797066,6.07095,4.600781346216929,0,1,0,0,0,0,1,ISFP
23.0,0,7.09648,6.963919278867164,4.72867,3.7855144724354126,0,1,1,0,0,0,0,ESFP
24.0,1,7.49135,5.444499844047551,4.97081,8.47940252003862,0,1,0,0,0,1,0,ENFP
21.0,0,4.74092,7.01288665987379,7.43496,5.407652778918908,1,0,0,0,0,0,1,ENTP
31.0,0,5.6347,3.4990876018947774,5.65941,2.9137243187567226,0,1,0,0,0,0,1,ENFP
22.0,0,7.79366,4.889190040679978,1.24232,3.74696978274616,1,0,1,0,0,0,0,ENFP
22.0,1,1.98122,6.288630905275776,2.29384,2.840626584378414,0,1,0,0,0,0,1,INFP
25.0,1,0.53094,7.9802208991648,7.92852,2.8315228223015447,0,1,1,0,0,0,0,ISTP
26.0,0,9.23108,4.555130935524339,9.24331,6.183826725069564,1,0,0,0,0,0,1,ENTJ
32.0,0,6.6888,5.833680657160626,5.73762,6.203773140027959,0,1,0,1,0,0,0,ENFJ
23.0,0,9.17363,6.681200775320973,5.66957,4.192251588511688,1,0,0,0,0,1,0,ENTP
31.0,0,2.65543,6.866520952967481,1.39487,6.286178200893303,1,0,1,0,0,0,0,ESFJ
23.0,0,7.34484,4.868080380747523,8.94246,2.866115819974964,1,0,1,0,0,0,0,ENTP
26.0,0,7.23704,3.457631798558612,7.3846,4.249874458006442,0,1,0,0,0,1,0,ENTP
23.0,1,5.63351,4.108068805954418,2.5667,4.585443415244516,1,0,0,0,0,0,1,ENFP
28.0,1,8.42247,6.722068204641495,9.67768,4.650203232281015,0,1,0,0,0,0,1,ESTP
30.0,1,4.36313,5.320350670461204,7.07156,5.584057636685199,1,0,0,1,0,0,0,ENTP
26.0,0,0.51908,6.361089310317274,5.62222,7.01687695472936,1,0,0,0,0,0,1,ISTJ
34.0,0,7.7847,3.495267779964947,7.19475,5.3085016433875705,0,1,0,0,0,1,0,ENTP
34.0,1,8.88195,5.080771542132043,5.84861,3.165310177087894,0,1,0,0,0,0,1,ENFP
25.0,1,2.97358,5.327513574955048,1.15912,5.805885461046324,0,1,0,0,0,0,1,INFP
28.0,0,8.61604,4.377558430659439,7.79063,4.649063280873291,1,0,1,0,0,0,0,ENTP
21.0,1,7.6396,4.478150708288792,6.06752,3.770378203688303,0,1,0,0,0,1,0,ENFP
24.0,0,7.96592,4.856318937961484,9.3093,5.340272851347528,0,1,0,0,0,1,0,ENTP
23.0,1,4.68761,6.102482402808005,3.84832,5.130053250743858,0,1,0,0,0,1,0,ESFP
25.0,0,7.31115,4.392216857363768,5.85229,6.3458137844117966,1,0,0,0,1,0,0,ENTJ
34.0,0,8.66428,5.938230169798488,1.4211,5.863553284150364,1,0,1,0,0,0,0,ENFP
21.0,0,6.6497,4.34854079950062,0.33046,5.251345558975017,0,1,0,0,0,0,1,ENFP
23.0,1,6.25203,3.709787718848116,8.52167,5.02121068014999,0,1,0,0,0,1,0,ENTP
18.0,0,5.22098,5.598992828418672,8.37866,6.247044946733069,0,1,0,0,1,0,0,ENTJ
22.0,0,9.72109,3.473223174314981,1.33217,5.503785257131772,0,1,1,0,0,0,0,ENFP
27.0,0,0.38072,5.777234777468989,6.63472,6.398128499999929,1,0,0,0,0,0,1,INTJ
25.0,1,1.71811,6.53930112286039,7.13283,2.8691936688414685,0,1,1,0,0,0,0,ISTP
22.0,0,3.4273,4.854432668227458,7.28505,4.248910679343654,0,1,0,0,0,0,1,INTP
29.0,0,8.49835,3.4601467329784645,7.01814,2.7928193281208094,1,0,0,0,0,0,1,ENTP
31.0,1,0.85627,5.453353928547709,2.08323,2.8035153590899125,1,0,0,0,0,1,0,INFP
30.0,1,7.4684,6.312340389882508,0.52262,4.589531243472958,1,0,0,0,1,0,0,ESFP
23.0,0,1.20855,4.2354495908854375,2.46917,5.277450679863558,1,0,1,0,0,0,0,INFP
34.0,1,8.58847,5.647778281607106,0.49634,6.674353405338679,1,0,0,0,0,0,1,ENFP
27.0,0,9.07165,5.896768888143527,1.47661,5.891088989904196,0,1,0,0,0,0,1,ENFP
25.0,1,0.08211,7.159401784673444,6.10348,3.569215629540187,1,0,0,0,0,0,1,ISTP
26.0,0,4.1702,5.431402388927824,2.93808,6.17887887677746,1,0,0,1,0,0,0,ENFJ
33.0,1,2.78309,5.445385916341214,4.82826,4.005125580247033,1,0,1,0,0,0,0,INTP
31.0,1,2.61914,5.555133856829939,0.07284,5.234417786827311,0,1,0,0,1,0,0,INFP
36.0,1,2.78067,5.225738652873247,7.73113,5.786916800399991,0,1,0,1,0,0,0,INTP
22.0,0,4.92165,5.723817795811255,0.4527,4.807099194219154,0,1,1,0,0,0,0,INFP
30.0,1,8.51642,3.65947163789544,3.26917,3.9114469506925897,1,0,0,0,0,0,1,ENFP
23.0,1,5.63765,5.379271115525514,6.90291,5.559495181304832,0,1,1,0,0,0,0,ENTP
27.0,1,9.00415,6.6883455938655,0.97451,4.34432067500651,0,1,1,0,0,0,0,ESFP
30.0,0,5.93082,5.905192022624867,8.06469,5.34500072116562,0,1,0,0,0,0,1,ENTP
28.0,0,6.05405,5.055418662399184,3.02847,2.8227768296536064,1,0,1,0,0,0,0,ENFP
21.0,0,9.3125,4.96400473659353,0.03576,5.441758979406035,0,1,0,0,0,0,1,ENFP
25.0,0,1.8952,6.376077396125042,8.24897,3.192902317079045,0,1,1,0,0,0,0,INTP
29.0,0,5.61688,4.940229383575545,1.56751,6.874674538389587,0,1,0,1,0,0,0,ENFJ
28.0,0,4.04398,4.777024904051442,6.83565,3.5136351563849666,1,0,0,0,1,0,0,ENTP
31.0,0,7.42796,4.879077196074439,8.37918,5.271349952935918,0,1,0,0,0,1,0,ENTP
23.0,0,1.71176,6.825121764468261,3.62316,2.9020132337612026,0,1,1,0,0,0,0,ISFP
26.0,1,5.77004,3.843332958524093,4.25643,4.895039845976386,1,0,0,0,0,1,0,ENFP
43.0,0,4.15777,4.706696768700834,2.78569,5.652363445767372,1,0,0,0,0,0,1,ENFP
22.0,1,7.37565,4.362833777685799,9.1014,4.708589490598904,1,0,0,1,0,0,0,ENTP
29.0,1,2.32241,5.315729657610015,9.50341,5.023163625227449,1,0,0,0,0,1,0,INTP
21.0,1,1.44091,4.426294716836289,4.30376,4.129847592968222,0,1,0,0,1,0,0,INFP
25.0,1,5.15609,4.0173423734688765,9.68597,5.149787603955834,0,1,0,0,0,0,1,ENTP
24.0,1,5.76233,3.5363713154694127,1.45452,6.035279987870356,1,0,0,0,0,0,1,ENFP
26.0,0,8.96542,3.154298459066534,1.01845,4.645487054383464,0,1,0,0,0,1,0,ENFP
21.0,0,1.74277,3.958338360620185,5.13317,5.551552015094815,0,1,0,0,1,0,0,INFJ
29.0,1,0.1293,4.564903684853438,5.02502,4.900074585090095,0,1,0,0,1,0,0,INFP
